No.;Time;;;;;TIME 1;TIME 2;DELAY;;DELAY 1;DELAY 2;VARIASI DELLAY
10410;62.221.973;62,221973;;;;62,221973;62,36273;0,140757;;0,140757;0;-0,140757
10411;62.362.730;62,36273;;;;62,36273;62,36273;0;;0;0;0
10412;62.362.730;62,36273;;;;62,36273;62,36273;0;;0;0,000166;0,000166
10413;62.362.730;62,36273;;;;62,36273;62,362896;0,000166;;0,000166;0,000241;7,5E-05
10414;62.362.896;62,362896;;;;62,362896;62,363137;0,000241;;0,000241;0,19322;0,192979
10415;62.363.137;62,363137;;;;62,363137;62,556357;0,19322;;0,19322;2,153068;1,959848
10416;62.556.357;62,556357;;;;62,556357;64,709425;2,153068;;2,153068;0,199952;-1,953116
10875;64.709.425;64,709425;;;;64,709425;64,909377;0,199952;;0,199952;2,579438;2,379486
10876;64.909.377;64,909377;;;;64,909377;67,488815;2,579438;;2,579438;0,000233;-2,579205
10878;67.488.815;67,488815;;;;67,488815;67,489048;0,000233;;0,000233;9E-05;-0,000143
10879;67.489.048;67,489048;;;;67,489048;67,489138;9E-05;;9E-05;0,000383;0,000293
10880;67.489.138;67,489138;;;;67,489138;67,489521;0,000383;;0,000383;0,19562;0,195237
10881;67.489.521;67,489521;;;;67,489521;67,685141;0,19562;;0,19562;1,033949;0,838329
10882;67.685.141;67,685141;;;;67,685141;68,71909;1,033949;;1,033949;0,199453;-0,834496
10883;68.719.090;68,71909;;;;68,71909;68,918543;0,199453;;0,199453;0,229571;0,030118
10884;68.918.543;68,918543;;;;68,918543;69,148114;0,229571;;0,229571;0,014232;-0,215339
10885;69.148.114;69,148114;;;;69,148114;69,162346;0,014232;;0,014232;0,234743;0,220511
10886;69.162.346;69,162346;;;;69,162346;69,397089;0,234743;;0,234743;0,200478;-0,034265
10887;69.397.089;69,397089;;;;69,397089;69,597567;0,200478;;0,200478;0,689051;0,488573
10888;69.597.567;69,597567;;;;69,597567;70,286618;0,689051;;0,689051;0,024052;-0,664999
10889;70.286.618;70,286618;;;;70,286618;70,31067;0,024052;;0,024052;0,04593;0,021878
10890;70.310.670;70,31067;;;;70,31067;70,3566;0,04593;;0,04593;0,014204;-0,031726
10891;70.356.600;70,3566;;;;70,3566;70,370804;0,014204;;0,014204;1,015313;1,001109
10892;70.370.804;70,370804;;;;70,370804;71,386117;1,015313;;1,015313;8,7E-05;-1,015226
10898;71.386.117;71,386117;;;;71,386117;71,386204;8,7E-05;;8,7E-05;5E-05;-3,7E-05
10899;71.386.204;71,386204;;;;71,386204;71,386254;5E-05;;5E-05;4,7E-05;-3E-06
10900;71.386.254;71,386254;;;;71,386254;71,386301;4,7E-05;;4,7E-05;4E-05;-7E-06
10901;71.386.301;71,386301;;;;71,386301;71,386341;4E-05;;4E-05;0,000106;6,6E-05
10902;71.386.341;71,386341;;;;71,386341;71,386447;0,000106;;0,000106;0,000474;0,000368
10903;71.386.447;71,386447;;;;71,386447;71,386921;0,000474;;0,000474;0,024778;0,024304
10904;71.386.921;71,386921;;;;71,386921;71,411699;0,024778;;0,024778;0,000279;-0,024499
10906;71.411.699;71,411699;;;;71,411699;71,411978;0,000279;;0,000279;0,000674;0,000395
10907;71.411.978;71,411978;;;;71,411978;71,412652;0,000674;;0,000674;0,000323;-0,000351
10908;71.412.652;71,412652;;;;71,412652;71,412975;0,000323;;0,000323;0;-0,000323
10909;71.412.975;71,412975;;;;71,412975;71,412975;0;;0;0,000147;0,000147
10910;71.412.975;71,412975;;;;71,412975;71,413122;0,000147;;0,000147;0,000157;1E-05
10911;71.413.122;71,413122;;;;71,413122;71,413279;0,000157;;0,000157;0,001295;0,001138
10912;71.413.279;71,413279;;;;71,413279;71,414574;0,001295;;0,001295;0,195507;0,194212
10914;71.414.574;71,414574;;;;71,414574;71,610081;0,195507;;0,195507;8,5E-05;-0,195422
10915;71.610.081;71,610081;;;;71,610081;71,610166;8,5E-05;;8,5E-05;0,001209;0,001124
10916;71.610.166;71,610166;;;;71,610166;71,611375;0,001209;;0,001209;9,9E-05;-0,00111
10917;71.611.375;71,611375;;;;71,611375;71,611474;9,9E-05;;9,9E-05;0,003774;0,003675
10918;71.611.474;71,611474;;;;71,611474;71,615248;0,003774;;0,003774;0;-0,003774
10919;71.615.248;71,615248;;;;71,615248;71,615248;0;;0;5E-05;5E-05
10920;71.615.248;71,615248;;;;71,615248;71,615298;5E-05;;5E-05;0,001534;0,001484
10921;71.615.298;71,615298;;;;71,615298;71,616832;0,001534;;0,001534;9,4E-05;-0,00144
10922;71.616.832;71,616832;;;;71,616832;71,616926;9,4E-05;;9,4E-05;0,020991;0,020897
10923;71.616.926;71,616926;;;;71,616926;71,637917;0,020991;;0,020991;0,004741;-0,01625
10924;71.637.917;71,637917;;;;71,637917;71,642658;0,004741;;0,004741;1,699138;1,694397
10925;71.642.658;71,642658;;;;71,642658;73,341796;1,699138;;1,699138;0,199905;-1,499233
10926;73.341.796;73,341796;;;;73,341796;73,541701;0,199905;;0,199905;1,170057;0,970152
10927;73.541.701;73,541701;;;;73,541701;74,711758;1,170057;;1,170057;0,031447;-1,13861
10928;74.711.758;74,711758;;;;74,711758;74,743205;0,031447;;0,031447;1,962675;1,931228
10929;74.743.205;74,743205;;;;74,743205;76,70588;1,962675;;1,962675;0,024011;-1,938664
10932;76.705.880;76,70588;;;;76,70588;76,729891;0,024011;;0,024011;0,132012;0,108001
10933;76.729.891;76,729891;;;;76,729891;76,861903;0,132012;;0,132012;0,027968;-0,104044
10934;76.861.903;76,861903;;;;76,861903;76,889871;0,027968;;0,027968;0,141896;0,113928
10935;76.889.871;76,889871;;;;76,889871;77,031767;0,141896;;0,141896;0,093962;-0,047934
11344;77.031.767;77,031767;;;;77,031767;77,125729;0,093962;;0,093962;1,630214;1,536252
12253;77.125.729;77,125729;;;;77,125729;78,755943;1,630214;;1,630214;0,025375;-1,604839
12707;78.755.943;78,755943;;;;78,755943;78,781318;0,025375;;0,025375;1,371878;1,346503
12708;78.781.318;78,781318;;;;78,781318;80,153196;1,371878;;1,371878;0,198763;-1,173115
12736;80.153.196;80,153196;;;;80,153196;80,351959;0,198763;;0,198763;0,675569;0,476806
12737;80.351.959;80,351959;;;;80,351959;81,027528;0,675569;;0,675569;0;-0,675569
12738;81.027.528;81,027528;;;;81,027528;81,027528;0;;0;9,9E-05;9,9E-05
12739;81.027.528;81,027528;;;;81,027528;81,027627;9,9E-05;;9,9E-05;0,000345;0,000246
12740;81.027.627;81,027627;;;;81,027627;81,027972;0,000345;;0,000345;0,079183;0,078838
12741;81.027.972;81,027972;;;;81,027972;81,107155;0,079183;;0,079183;0;-0,079183
12742;81.107.155;81,107155;;;;81,107155;81,107155;0;;0;0,000137;0,000137
12743;81.107.155;81,107155;;;;81,107155;81,107292;0,000137;;0,000137;0,001054;0,000917
12744;81.107.292;81,107292;;;;81,107292;81,108346;0,001054;;0,001054;0,147846;0,146792
12745;81.108.346;81,108346;;;;81,108346;81,256192;0,147846;;0,147846;0,174116;0,02627
12746;81.256.192;81,256192;;;;81,256192;81,430308;0,174116;;0,174116;1,556564;1,382448
12747;81.430.308;81,430308;;;;81,430308;82,986872;1,556564;;1,556564;0;-1,556564
12765;82.986.872;82,986872;;;;82,986872;82,986872;0;;0;0,000109;0,000109
12766;82.986.872;82,986872;;;;82,986872;82,986981;0,000109;;0,000109;0,000748;0,000639
12767;82.986.981;82,986981;;;;82,986981;82,987729;0,000748;;0,000748;0,023861;0,023113
12768;82.987.729;82,987729;;;;82,987729;83,01159;0,023861;;0,023861;1,586385;1,562524
12769;83.011.590;83,01159;;;;83,01159;84,597975;1,586385;;1,586385;0,000213;-1,586172
12770;84.597.975;84,597975;;;;84,597975;84,598188;0,000213;;0,000213;5E-05;-0,000163
12771;84.598.188;84,598188;;;;84,598188;84,598238;5E-05;;5E-05;0,000369;0,000319
12772;84.598.238;84,598238;;;;84,598238;84,598607;0,000369;;0,000369;0,024097;0,023728
12773;84.598.607;84,598607;;;;84,598607;84,622704;0,024097;;0,024097;2,795523;2,771426
12774;84.622.704;84,622704;;;;84,622704;87,418227;2,795523;;2,795523;0,022926;-2,772597
12796;87.418.227;87,418227;;;;87,418227;87,441153;0,022926;;0,022926;0,0641;0,041174
12797;87.441.153;87,441153;;;;87,441153;87,505253;0,0641;;0,0641;0,19997;0,13587
12798;87.505.253;87,505253;;;;87,505253;87,705223;0,19997;;0,19997;2,322062;2,122092
12799;87.705.223;87,705223;;;;87,705223;90,027285;2,322062;;2,322062;0,008029;-2,314033
12833;90.027.285;90,027285;;;;90,027285;90,035314;0,008029;;0,008029;0,005446;-0,002583
12834;90.035.314;90,035314;;;;90,035314;90,04076;0,005446;;0,005446;0,006932;0,001486
12835;90.040.760;90,04076;;;;90,04076;90,047692;0,006932;;0,006932;0,137607;0,130675
12836;90.047.692;90,047692;;;;90,047692;90,185299;0,137607;;0,137607;0,016285;-0,121322
12837;90.185.299;90,185299;;;;90,185299;90,201584;0,016285;;0,016285;1,283785;1,2675
12838;90.201.584;90,201584;;;;90,201584;91,485369;1,283785;;1,283785;0,013434;-1,270351
12845;91.485.369;91,485369;;;;91,485369;91,498803;0,013434;;0,013434;0,038962;0,025528
12846;91.498.803;91,498803;;;;91,498803;91,537765;0,038962;;0,038962;0;-0,038962
12847;91.537.765;91,537765;;;;91,537765;91,537765;0;;0;0,000104;0,000104
12848;91.537.765;91,537765;;;;91,537765;91,537869;0,000104;;0,000104;0,000225;0,000121
12849;91.537.869;91,537869;;;;91,537869;91,538094;0,000225;;0,000225;6,1E-05;-0,000164
12850;91.538.094;91,538094;;;;91,538094;91,538155;6,1E-05;;6,1E-05;8,1E-05;2E-05
12851;91.538.155;91,538155;;;;91,538155;91,538236;8,1E-05;;8,1E-05;0,025605;0,025524
12852;91.538.236;91,538236;;;;91,538236;91,563841;0,025605;;0,025605;0,075308;0,049703
12853;91.563.841;91,563841;;;;91,563841;91,639149;0,075308;;0,075308;0;-0,075308
12854;91.639.149;91,639149;;;;91,639149;91,639149;0;;0;0;0
12855;91.639.149;91,639149;;;;91,639149;91,639149;0;;0;0,000106;0,000106
12856;91.639.149;91,639149;;;;91,639149;91,639255;0,000106;;0,000106;0,00029;0,000184
12857;91.639.255;91,639255;;;;91,639255;91,639545;0,00029;;0,00029;0,024113;0,023823
12858;91.639.545;91,639545;;;;91,639545;91,663658;0,024113;;0,024113;0,181336;0,157223
12859;91.663.658;91,663658;;;;91,663658;91,844994;0,181336;;0,181336;0;-0,181336
12861;91.844.994;91,844994;;;;91,844994;91,844994;0;;0;0;0
12862;91.844.994;91,844994;;;;91,844994;91,844994;0;;0;9E-05;9E-05
12863;91.844.994;91,844994;;;;91,844994;91,845084;9E-05;;9E-05;0,000117;2,7E-05
12864;91.845.084;91,845084;;;;91,845084;91,845201;0,000117;;0,000117;5,7E-05;-6E-05
12865;91.845.201;91,845201;;;;91,845201;91,845258;5,7E-05;;5,7E-05;0,000325;0,000268
12866;91.845.258;91,845258;;;;91,845258;91,845583;0,000325;;0,000325;0,0246;0,024275
12867;91.845.583;91,845583;;;;91,845583;91,870183;0,0246;;0,0246;0,117226;0,092626
12869;91.870.183;91,870183;;;;91,870183;91,987409;0,117226;;0,117226;0,01224;-0,104986
12871;91.987.409;91,987409;;;;91,987409;91,999649;0,01224;;0,01224;1,157785;1,145545
12872;91.999.649;91,999649;;;;91,999649;93,157434;1,157785;;1,157785;0,023846;-1,133939
13333;93.157.434;93,157434;;;;93,157434;93,18128;0,023846;;0,023846;0,415625;0,391779
13334;93.181.280;93,18128;;;;93,18128;93,596905;0,415625;;0,415625;0;-0,415625
14265;93.596.905;93,596905;;;;93,596905;93,596905;0;;0;0;0
14270;93.596.905;93,596905;;;;93,596905;93,596905;0;;0;0,000156;0,000156
14271;93.596.905;93,596905;;;;93,596905;93,597061;0,000156;;0,000156;6,2E-05;-9,4E-05
14280;93.597.061;93,597061;;;;93,597061;93,597123;6,2E-05;;6,2E-05;4,5E-05;-1,7E-05
14281;93.597.123;93,597123;;;;93,597123;93,597168;4,5E-05;;4,5E-05;0,000811;0,000766
14282;93.597.168;93,597168;;;;93,597168;93,597979;0,000811;;0,000811;0,046135;0,045324
14285;93.597.979;93,597979;;;;93,597979;93,644114;0,046135;;0,046135;0,173348;0,127213
14645;93.644.114;93,644114;;;;93,644114;93,817462;0,173348;;0,173348;0,025493;-0,147855
14651;93.817.462;93,817462;;;;93,817462;93,842955;0,025493;;0,025493;2,514614;2,489121
14652;93.842.955;93,842955;;;;93,842955;96,357569;2,514614;;2,514614;0,025923;-2,488691
14663;96.357.569;96,357569;;;;96,357569;96,383492;0,025923;;0,025923;0,083045;0,057122
14664;96.383.492;96,383492;;;;96,383492;96,466537;0,083045;;0,083045;0,024409;-0,058636
14665;96.466.537;96,466537;;;;96,466537;96,490946;0,024409;;0,024409;0,527655;0,503246
14666;96.490.946;96,490946;;;;96,490946;97,018601;0,527655;;0,527655;0,008952;-0,518703
14667;97.018.601;97,018601;;;;97,018601;97,027553;0,008952;;0,008952;0,001007;-0,007945
14668;97.027.553;97,027553;;;;97,027553;97,02856;0,001007;;0,001007;0,008011;0,007004
14669;97.028.560;97,02856;;;;97,02856;97,036571;0,008011;;0,008011;0,000931;-0,00708
14670;97.036.571;97,036571;;;;97,036571;97,037502;0,000931;;0,000931;0,006742;0,005811
14671;97.037.502;97,037502;;;;97,037502;97,044244;0,006742;;0,006742;0,007244;0,000502
14672;97.044.244;97,044244;;;;97,044244;97,051488;0,007244;;0,007244;0,002047;-0,005197
14673;97.051.488;97,051488;;;;97,051488;97,053535;0,002047;;0,002047;0,005023;0,002976
14674;97.053.535;97,053535;;;;97,053535;97,058558;0,005023;;0,005023;0,007079;0,002056
14675;97.058.558;97,058558;;;;97,058558;97,065637;0,007079;;0,007079;0;-0,007079
14676;97.065.637;97,065637;;;;97,065637;97,065637;0;;0;0,01774;0,01774
14677;97.065.637;97,065637;;;;97,065637;97,083377;0,01774;;0,01774;0,834163;0,816423
14678;97.083.377;97,083377;;;;97,083377;97,91754;0,834163;;0,834163;0,023752;-0,810411
14679;97.917.540;97,91754;;;;97,91754;97,941292;0,023752;;0,023752;0,317311;0,293559
14680;97.941.292;97,941292;;;;97,941292;98,258603;0,317311;;0,317311;0,014569;-0,302742
14681;98.258.603;98,258603;;;;98,258603;98,273172;0,014569;;0,014569;0,013413;-0,001156
14682;98.273.172;98,273172;;;;98,273172;98,286585;0,013413;;0,013413;0,013842;0,000429
14683;98.286.585;98,286585;;;;98,286585;98,300427;0,013842;;0,013842;0,346178;0,332336
14684;98.300.427;98,300427;;;;98,300427;98,646605;0,346178;;0,346178;0,057032;-0,289146
14685;98.646.605;98,646605;;;;98,646605;98,703637;0,057032;;0,057032;0,652992;0,59596
14686;98.703.637;98,703637;;;;98,703637;99,356629;0,652992;;0,652992;0,188587;-0,464405
14687;99.356.629;99,356629;;;;99,356629;99,545216;0,188587;;0,188587;6,431643;6,243056
14688;99.545.216;99,545216;;;;99,545216;105,976859;6,431643;;6,431643;0,022865;-6,408778
14691;105.976.859;105,976859;;;;105,976859;105,999724;0,022865;;0,022865;0,118191;0,095326
14692;105.999.724;105,999724;;;;105,999724;106,117915;0,118191;;0,118191;0,023698;-0,094493
14693;106.117.915;106,117915;;;;106,117915;106,141613;0,023698;;0,023698;0,066272;0,042574
14694;106.141.613;106,141613;;;;106,141613;106,207885;0,066272;;0,066272;0,019993;-0,046279
14695;106.207.885;106,207885;;;;106,207885;106,227878;0,019993;;0,019993;0,003959;-0,016034
14696;106.227.878;106,227878;;;;106,227878;106,231837;0,003959;;0,003959;0,009298;0,005339
14697;106.231.837;106,231837;;;;106,231837;106,241135;0,009298;;0,009298;0,055721;0,046423
14698;106.241.135;106,241135;;;;106,241135;106,296856;0,055721;;0,055721;0,02437;-0,031351
14699;106.296.856;106,296856;;;;106,296856;106,321226;0,02437;;0,02437;1,690417;1,666047
14700;106.321.226;106,321226;;;;106,321226;108,011643;1,690417;;1,690417;0,19936;-1,491057
15142;108.011.643;108,011643;;;;108,011643;108,211003;0,19936;;0,19936;2,190917;1,991557
15143;108.211.003;108,211003;;;;108,211003;110,40192;2,190917;;2,190917;0,01337;-2,177547
16117;110.401.920;110,40192;;;;110,40192;110,41529;0,01337;;0,01337;0,233842;0,220472
16118;110.415.290;110,41529;;;;110,41529;110,649132;0,233842;;0,233842;0,201953;-0,031889
16119;110.649.132;110,649132;;;;110,649132;110,851085;0,201953;;0,201953;4,460115;4,258162
16120;110.851.085;110,851085;;;;110,851085;115,3112;4,460115;;4,460115;0,030528;-4,429587
16139;115.311.200;115,3112;;;;115,3112;115,341728;0,030528;;0,030528;0,02949;-0,001038
16140;115.341.728;115,341728;;;;115,341728;115,371218;0,02949;;0,02949;0,020828;-0,008662
16141;115.371.218;115,371218;;;;115,371218;115,392046;0,020828;;0,020828;1,249266;1,228438
16142;115.392.046;115,392046;;;;115,392046;116,641312;1,249266;;1,249266;0,02618;-1,223086
16143;116.641.312;116,641312;;;;116,641312;116,667492;0,02618;;0,02618;0,349241;0,323061
16144;116.667.492;116,667492;;;;116,667492;117,016733;0,349241;;0,349241;0,19956;-0,149681
16145;117.016.733;117,016733;;;;117,016733;117,216293;0,19956;;0,19956;2,530103;2,330543
16146;117.216.293;117,216293;;;;117,216293;119,746396;2,530103;;2,530103;0,023654;-2,506449
16155;119.746.396;119,746396;;;;119,746396;119,77005;0,023654;;0,023654;1,227569;1,203915
16156;119.770.050;119,77005;;;;119,77005;120,997619;1,227569;;1,227569;0;-1,227569
16158;120.997.619;120,997619;;;;120,997619;120,997619;0;;0;0,000106;0,000106
16159;120.997.619;120,997619;;;;120,997619;120,997725;0,000106;;0,000106;0,00023;0,000124
16160;120.997.725;120,997725;;;;120,997725;120,997955;0,00023;;0,00023;4,8E-05;-0,000182
16161;120.997.955;120,997955;;;;120,997955;120,998003;4,8E-05;;4,8E-05;0,003719;0,003671
16162;120.998.003;120,998003;;;;120,998003;121,001722;0,003719;;0,003719;0,024702;0,020983
16163;121.001.722;121,001722;;;;121,001722;121,026424;0,024702;;0,024702;9,164516;9,139814
16164;121.026.424;121,026424;;;;121,026424;130,19094;9,164516;;9,164516;0;-9,164516
16169;130.190.940;130,19094;;;;130,19094;130,19094;0;;0;1E-04;1E-04
16170;130.190.940;130,19094;;;;130,19094;130,19104;1E-04;;1E-04;0,00022;0,00012
16171;130.191.040;130,19104;;;;130,19104;130,19126;0,00022;;0,00022;5,3E-05;-0,000167
16172;130.191.260;130,19126;;;;130,19126;130,191313;5,3E-05;;5,3E-05;7,6E-05;2,3E-05
16173;130.191.313;130,191313;;;;130,191313;130,191389;7,6E-05;;7,6E-05;0,026347;0,026271
16174;130.191.389;130,191389;;;;130,191389;130,217736;0,026347;;0,026347;2,23013;2,203783
16175;130.217.736;130,217736;;;;130,217736;132,447866;2,23013;;2,23013;2,058961;-0,171169
16178;132.447.866;132,447866;;;;132,447866;134,506827;2,058961;;2,058961;0,200134;-1,858827
16181;134.506.827;134,506827;;;;134,506827;134,706961;0,200134;;0,200134;0,331968;0,131834
16182;134.706.961;134,706961;;;;134,706961;135,038929;0,331968;;0,331968;0,008017;-0,323951
16183;135.038.929;135,038929;;;;135,038929;135,046946;0,008017;;0,008017;0,00532;-0,002697
16184;135.046.946;135,046946;;;;135,046946;135,052266;0,00532;;0,00532;0,091456;0,086136
16185;135.052.266;135,052266;;;;135,052266;135,143722;0,091456;;0,091456;0,063245;-0,028211
16186;135.143.722;135,143722;;;;135,143722;135,206967;0,063245;;0,063245;0,188678;0,125433
16187;135.206.967;135,206967;;;;135,206967;135,395645;0,188678;;0,188678;1,111333;0,922655
16188;135.395.645;135,395645;;;;135,395645;136,506978;1,111333;;1,111333;0,098075;-1,013258
16190;136.506.978;136,506978;;;;136,506978;136,605053;0,098075;;0,098075;0,402957;0,304882
16191;136.605.053;136,605053;;;;136,605053;137,00801;0,402957;;0,402957;0,012629;-0,390328
16193;137.008.010;137,00801;;;;137,00801;137,020639;0,012629;;0,012629;1,158415;1,145786
16194;137.020.639;137,020639;;;;137,020639;138,179054;1,158415;;1,158415;0,069995;-1,08842
16196;138.179.054;138,179054;;;;138,179054;138,249049;0,069995;;0,069995;0,287214;0,217219
16197;138.249.049;138,249049;;;;138,249049;138,536263;0,287214;;0,287214;9,1E-05;-0,287123
16198;138.536.263;138,536263;;;;138,536263;138,536354;9,1E-05;;9,1E-05;0,3027;0,302609
16199;138.536.354;138,536354;;;;138,536354;138,839054;0,3027;;0,3027;0,025693;-0,277007
16200;138.839.054;138,839054;;;;138,839054;138,864747;0,025693;;0,025693;1,671068;1,645375
16201;138.864.747;138,864747;;;;138,864747;140,535815;1,671068;;1,671068;0,850322;-0,820746
16203;140.535.815;140,535815;;;;140,535815;141,386137;0,850322;;0,850322;0,025779;-0,824543
16204;141.386.137;141,386137;;;;141,386137;141,411916;0,025779;;0,025779;0,085256;0,059477
16205;141.411.916;141,411916;;;;141,411916;141,497172;0,085256;;0,085256;0,025492;-0,059764
16206;141.497.172;141,497172;;;;141,497172;141,522664;0,025492;;0,025492;0,524567;0,499075
16207;141.522.664;141,522664;;;;141,522664;142,047231;0,524567;;0,524567;0,001946;-0,522621
16208;142.047.231;142,047231;;;;142,047231;142,049177;0,001946;;0,001946;0,007996;0,00605
16209;142.049.177;142,049177;;;;142,049177;142,057173;0,007996;;0,007996;0,001979;-0,006017
16210;142.057.173;142,057173;;;;142,057173;142,059152;0,001979;;0,001979;0,008035;0,006056
16211;142.059.152;142,059152;;;;142,059152;142,067187;0,008035;;0,008035;0,0044;-0,003635
16212;142.067.187;142,067187;;;;142,067187;142,071587;0,0044;;0,0044;0,000461;-0,003939
16213;142.071.587;142,071587;;;;142,071587;142,072048;0,000461;;0,000461;0,009554;0,009093
16214;142.072.048;142,072048;;;;142,072048;142,081602;0,009554;;0,009554;0,001241;-0,008313
16215;142.081.602;142,081602;;;;142,081602;142,082843;0,001241;;0,001241;0,004334;0,003093
